city,cases,case-rate,deaths,death-rate,date
City of Pomona,9883,6338,159,102,12/6/20
City of Rancho Palos Verdes,482,1128,11,26,12/6/20
City of Redondo Beach,1040,1514,13,19,12/6/20
City of Rolling Hills,16,825,0,0,12/6/20
City of Rolling Hills Estates,79,974,3,37,12/6/20
City of Rosemead,1601,2893,33,60,12/6/20
City of San Dimas*,1114,3227,17,49,12/6/20
City of San Fernando,1947,7911,24,98,12/6/20
City of San Gabriel,1139,2781,102,249,12/6/20
City of San Marino,145,1092,3,23,12/6/20
City of Santa Clarita,7219,3275,69,31,12/6/20
City of Santa Fe Springs,988,5380,10,54,12/6/20
City of Santa Monica,1694,1832,50,54,12/6/20
City of Sierra Madre,164,1492,5,46,12/6/20
City of Signal Hill,434,3679,4,34,12/6/20
City of South El Monte,1357,6497,18,86,12/6/20
City of South Gate,7166,7301,83,85,12/6/20
City of South Pasadena,483,1854,27,104,12/6/20
City of Temple City,881,2417,48,132,12/6/20
City of Torrance,2327,1559,77,52,12/6/20
City of Vernon,27,12919,0,0,12/6/20
City of Walnut,603,1975,5,16,12/6/20
City of West Covina,4887,4515,76,70,12/6/20
City of West Hollywood,1006,2723,9,24,12/6/20
City of Westlake Village,58,694,0,0,12/6/20
City of Whittier,4236,4845,62,71,12/6/20
Los Angeles,186815,4619,3309,82,12/6/20
Los Angeles - Adams-Normandie,448,5462,5,61,12/6/20
Los Angeles - Alsace,589,4733,3,24,12/6/20
Los Angeles - Angeles National Forest,2,5000,0,0,12/6/20
Los Angeles - Angelino Heights,103,4117,1,40,12/6/20
Los Angeles - Arleta,2697,7847,29,84,12/6/20
Los Angeles - Atwater Village,456,3109,8,55,12/6/20
Los Angeles - Baldwin Hills,986,3168,29,93,12/6/20
Los Angeles - Bel Air,142,1685,0,0,12/6/20
Los Angeles - Beverly Crest,241,1924,2,16,12/6/20
Los Angeles - Beverlywood,283,2148,0,0,12/6/20
Los Angeles - Boyle Heights*,6790,7815,88,101,12/6/20
Los Angeles - Brentwood,579,1870,5,16,12/6/20
Los Angeles - Brookside,10,1721,1,172,12/6/20
Los Angeles - Cadillac-Corning,234,3286,2,28,12/6/20
Los Angeles - Canoga Park,3566,5462,75,115,12/6/20
Los Angeles - Carthay,399,2778,19,132,12/6/20
Los Angeles - Central,3173,8138,47,121,12/6/20
Los Angeles - Century City,229,1790,2,16,12/6/20
Los Angeles - Century Palms/Cove,2355,6974,23,68,12/6/20
Los Angeles - Chatsworth,1339,3613,36,97,12/6/20
Los Angeles - Cheviot Hills,154,1679,2,22,12/6/20
Los Angeles - Chinatown,278,3466,3,37,12/6/20
Los Angeles - Cloverdale/Cochran,545,3745,5,34,12/6/20
Los Angeles - Country Club Park,585,3861,36,238,12/6/20
Los Angeles - Crenshaw District,522,3775,4,29,12/6/20
Los Angeles - Crestview,329,2894,22,194,12/6/20
Los Angeles - Del Rey,741,2475,9,30,12/6/20
Los Angeles - Downtown*,1526,5548,19,69,12/6/20
Los Angeles - Eagle Rock,1209,3054,28,71,12/6/20
Los Angeles - East Hollywood,1127,3848,49,167,12/6/20
Los Angeles - Echo Park,477,3346,7,49,12/6/20
Los Angeles - El Sereno,2248,5377,40,96,12/6/20
Los Angeles - Elysian Park,187,3274,0,0,12/6/20
Los Angeles - Elysian Valley,430,4228,5,49,12/6/20
Los Angeles - Encino,1292,2860,23,51,12/6/20
Los Angeles - Exposition,121,3638,2,60,12/6/20
Los Angeles - Exposition Park,2250,5009,27,60,12/6/20
Los Angeles - Faircrest Heights,72,2000,1,28,12/6/20
Los Angeles - Figueroa Park Square,515,5905,6,69,12/6/20
Los Angeles - Florence-Firestone,3711,7822,38,80,12/6/20
Los Angeles - Glassell Park,1174,3715,15,47,12/6/20
Los Angeles - Gramercy Place,426,3958,6,56,12/6/20
Los Angeles - Granada Hills,2442,4197,79,136,12/6/20
Los Angeles - Green Meadows,1439,6691,15,70,12/6/20
Los Angeles - Hancock Park,391,2295,4,23,12/6/20
Los Angeles - Harbor City,833,2865,12,41,12/6/20
Los Angeles - Harbor Gateway,1640,3761,18,41,12/6/20
Los Angeles - Harbor Pines,55,2283,0,0,12/6/20
Los Angeles - Harvard Heights,842,4669,30,166,12/6/20
Los Angeles - Harvard Park,2526,6659,27,71,12/6/20
Los Angeles - Highland Park,2028,4191,25,52,12/6/20
Los Angeles - Historic Filipinotown,724,5220,16,115,12/6/20
Los Angeles - Hollywood,2174,3185,20,29,12/6/20
Los Angeles - Hollywood Hills,632,2147,6,20,12/6/20
Los Angeles - Hyde Park,1247,4369,14,49,12/6/20
Los Angeles - Jefferson Park,446,5525,1,12,12/6/20
Los Angeles - Koreatown,1842,3563,36,70,12/6/20
Los Angeles - Lafayette Square,187,4102,3,66,12/6/20
Los Angeles - Lake Balboa,1969,4665,21,50,12/6/20
Los Angeles - Lakeview Terrace,925,7043,26,198,12/6/20
Los Angeles - Leimert Park,550,3610,9,59,12/6/20
Los Angeles - Lincoln Heights,1789,5488,56,172,12/6/20
Los Angeles - Little Armenia,503,6268,50,623,12/6/20
Los Angeles - Little Bangladesh,865,3052,7,25,12/6/20
Los Angeles - Little Tokyo,147,4692,1,32,12/6/20
Los Angeles - Longwood,202,4693,0,0,12/6/20
Los Angeles - Los Feliz,408,1888,3,14,12/6/20
Los Angeles - Manchester Square,336,3936,6,70,12/6/20
Los Angeles - Mandeville Canyon,47,1504,0,0,12/6/20
Los Angeles - Mar Vista,633,1490,8,19,12/6/20
Los Angeles - Marina Peninsula,61,1399,1,23,12/6/20
Los Angeles - Melrose,3178,4090,82,106,12/6/20
Los Angeles - Mid-city,446,2967,21,140,12/6/20
Los Angeles - Miracle Mile,334,1857,6,33,12/6/20
Los Angeles - Mission Hills,1611,6678,59,245,12/6/20
Los Angeles - Mt. Washington,951,3939,19,79,12/6/20
Los Angeles - North Hills,3412,5541,58,94,12/6/20
Los Angeles - North Hollywood,7393,4882,90,59,12/6/20
Los Angeles - Northridge,2770,3969,51,73,12/6/20
Los Angeles - Pacific Palisades,262,1231,4,19,12/6/20
Los Angeles - Pacoima,6718,8727,73,95,12/6/20
Los Angeles - Palisades Highlands,60,1560,0,0,12/6/20
Los Angeles - Palms,896,2042,31,71,12/6/20
Los Angeles - Panorama City,5200,6910,105,140,12/6/20
Los Angeles - Park La Brea,217,1598,1,7,12/6/20
Los Angeles - Pico-Union,2648,6329,100,239,12/6/20
Los Angeles - Playa Del Rey,50,1564,0,0,12/6/20
Los Angeles - Playa Vista,220,2010,0,0,12/6/20
Los Angeles - Porter Ranch,802,2254,7,20,12/6/20
Los Angeles - Rancho Park,142,2165,0,0,12/6/20
Los Angeles - Regent Square,70,2518,0,0,12/6/20
Los Angeles - Reseda,4279,5585,109,142,12/6/20
Los Angeles - Reseda Ranch,230,4961,1,22,12/6/20
Los Angeles - Reynier Village,69,1632,0,0,12/6/20
Los Angeles - San Pedro*,2810,3601,30,38,12/6/20
Los Angeles - Shadow Hills,137,3084,0,0,12/6/20
Los Angeles - Sherman Oaks,2102,2409,32,37,12/6/20
Los Angeles - Silverlake,1129,2561,23,52,12/6/20
Los Angeles - South Carthay,232,2190,2,19,12/6/20
Los Angeles - South Park,2998,7898,33,87,12/6/20
Los Angeles - St Elmo Village,237,5170,8,175,12/6/20
Los Angeles - Studio City,476,2121,11,49,12/6/20
Los Angeles - Sun Valley,3185,6069,37,70,12/6/20
Los Angeles - Sunland,847,4150,31,152,12/6/20
Los Angeles - Sycamore Square,9,1391,0,0,12/6/20
Los Angeles - Sylmar*,6137,7448,107,130,12/6/20
Los Angeles - Tarzana,1304,4223,39,126,12/6/20
Los Angeles - Temple-Beaudry,1982,5020,33,84,12/6/20
Los Angeles - Thai Town,315,3211,4,41,12/6/20
Los Angeles - Toluca Lake,190,2183,2,23,12/6/20
Los Angeles - Toluca Terrace,41,3139,1,77,12/6/20
Los Angeles - Toluca Woods,41,2207,0,0,12/6/20
Los Angeles - Tujunga,991,3563,18,65,12/6/20
Los Angeles - University Hills,98,2858,1,29,12/6/20
Los Angeles - University Park,1588,5784,24,87,12/6/20
Los Angeles - Valley Glen,1338,4458,21,70,12/6/20
Los Angeles - Valley Village,788,3188,30,121,12/6/20
Los Angeles - Van Nuys*,5686,6101,113,121,12/6/20
Los Angeles - Venice,609,1797,4,12,12/6/20
Los Angeles - Vermont Knolls,1087,6320,19,110,12/6/20
Los Angeles - Vermont Square,536,7000,6,78,12/6/20
Los Angeles - Vermont Vista,2923,7097,27,66,12/6/20
Los Angeles - Vernon Central,4440,8539,47,90,12/6/20
Los Angeles - Victoria Park,371,4417,3,36,12/6/20
Los Angeles - View Heights,84,2274,3,81,12/6/20
Los Angeles - Watts,2964,6946,40,94,12/6/20
Los Angeles - Wellington Square,209,4252,3,61,12/6/20
Los Angeles - West Adams,1412,5110,45,163,12/6/20
Los Angeles - West Hills,1044,2575,49,121,12/6/20
Los Angeles - West Los Angeles,879,2336,20,53,12/6/20
Los Angeles - West Vernon,3677,6854,57,106,12/6/20
Los Angeles - Westchester,816,1581,21,41,12/6/20
Los Angeles - Westlake,3333,5615,157,265,12/6/20
Los Angeles - Westwood,891,1647,7,13,12/6/20
Los Angeles - Wholesale District*,3197,8849,37,102,12/6/20
Los Angeles - Wilmington,2871,5083,28,50,12/6/20
Los Angeles - Wilshire Center,1829,3646,40,80,12/6/20
Los Angeles - Winnetka,2458,4746,28,54,12/6/20
Los Angeles - Woodland Hills,1775,2608,35,51,12/6/20
Unincorporated - Acton,148,1857,3,38,12/6/20
Unincorporated - Agua Dulce,67,1611,0,0,12/6/20
Unincorporated - Altadena,1188,2724,21,48,12/6/20
Unincorporated - Anaverde,56,3714,0,0,12/6/20
Unincorporated - Angeles National Forest,9,723,0,0,12/6/20
Unincorporated - Arcadia,169,2118,3,38,12/6/20
Unincorporated - Athens-Westmont,2358,5556,30,71,12/6/20
Unincorporated - Athens Village,413,8434,13,265,12/6/20
Unincorporated - Avocado Heights,443,6539,4,59,12/6/20
Unincorporated - Azusa,899,5646,7,44,12/6/20
Unincorporated - Bassett,1023,6904,10,67,12/6/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/6/20
Unincorporated - Bradbury,9,8333,2,1852,12/6/20
Unincorporated - Canyon Country,295,3817,2,26,12/6/20
Unincorporated - Castaic*,2492,9165,5,18,12/6/20
Unincorporated - Cerritos,33,5622,0,0,12/6/20
Unincorporated - Charter Oak,0,0,0,0,12/6/20
Unincorporated - Claremont,29,4131,4,570,12/6/20
Unincorporated - Covina,830,4935,9,54,12/6/20
Unincorporated - Covina (Charter Oak),558,4245,4,30,12/6/20
Unincorporated - Del Aire,125,2845,2,46,12/6/20
Unincorporated - Del Rey,10,3145,0,0,12/6/20
Unincorporated - Del Sur,52,2153,0,0,12/6/20
Unincorporated - Desert View Highlands,121,4854,1,40,12/6/20
Unincorporated - Duarte,366,8266,4,90,12/6/20
Unincorporated - East Covina,13,3951,0,0,12/6/20
Unincorporated - East La Mirada,193,3647,1,19,12/6/20
Unincorporated - East Lancaster,2,1754,0,0,12/6/20
Unincorporated - East Los Angeles,10134,8090,131,105,12/6/20
Unincorporated - East Pasadena,117,1827,2,31,12/6/20
Unincorporated - East Rancho Dominguez,1014,6624,19,124,12/6/20
Unincorporated - East Whittier,156,2940,0,0,12/6/20
Unincorporated - El Camino Village,258,2935,3,34,12/6/20
Unincorporated - El Monte,9,6207,0,0,12/6/20
Unincorporated - Elizabeth Lake,22,1325,0,0,12/6/20
Unincorporated - Florence-Firestone,5454,8429,61,94,12/6/20
Unincorporated - Franklin Canyon,0,0,0,0,12/6/20
Unincorporated - Glendora,25,3788,1,152,12/6/20
Unincorporated - Hacienda Heights,1831,3274,22,39,12/6/20
Unincorporated - Harbor Gateway,1,100000,0,0,12/6/20
Unincorporated - Hawthorne,105,4177,0,0,12/6/20
Unincorporated - Hi Vista,12,1093,0,0,12/6/20
Unincorporated - Kagel/Lopez Canyons,61,4320,1,71,12/6/20
Unincorporated - La Crescenta-Montrose,368,1858,3,15,12/6/20
Unincorporated - La Habra Heights,11,1627,1,148,12/6/20
Unincorporated - La Rambla,101,4867,15,723,12/6/20
Unincorporated - La Verne*,56,2745,0,0,12/6/20
Unincorporated - Ladera Heights,155,2192,3,42,12/6/20
Unincorporated - Lake Hughes,17,2545,0,0,12/6/20
Unincorporated - Lake Los Angeles,525,4040,4,31,12/6/20
Unincorporated - Lake Manor,46,2800,1,61,12/6/20
Unincorporated - Lakewood,0,0,0,0,12/6/20
Unincorporated - Lennox,1187,5266,7,31,12/6/20
Unincorporated - Leona Valley,33,1885,0,0,12/6/20
Unincorporated - Littlerock,175,4352,1,25,12/6/20
Unincorporated - Littlerock/Juniper Hills,37,2853,0,0,12/6/20
Unincorporated - Littlerock/Pearblossom,172,4819,0,0,12/6/20
Unincorporated - Llano,14,1596,0,0,12/6/20
Unincorporated - Marina del Rey,146,1551,0,0,12/6/20
Unincorporated - Miracle Mile,0,0,0,0,12/6/20
Unincorporated - Monrovia,126,3247,0,0,12/6/20
Unincorporated - Newhall,39,17727,0,0,12/6/20
Unincorporated - North Lancaster,52,4341,1,83,12/6/20
Unincorporated - North Whittier,391,4677,10,120,12/6/20
Unincorporated - Northeast San Gabriel,639,2659,19,79,12/6/20
Unincorporated - Padua Hills,4,1860,0,0,12/6/20
Unincorporated - Palmdale,30,3563,0,0,12/6/20
Unincorporated - Palos Verdes Peninsula,9,1449,0,0,12/6/20
Unincorporated - Pearblossom/Llano,32,1636,1,51,12/6/20
Unincorporated - Pellissier Village,66,10662,0,0,12/6/20
Unincorporated - Placerita Canyon,0,0,0,0,12/6/20
Unincorporated - Pomona,28,1445,1,52,12/6/20
Unincorporated - Quartz Hill,406,3146,14,108,12/6/20
Unincorporated - Rancho Dominguez,122,4585,1,38,12/6/20
Unincorporated - Roosevelt,31,3330,0,0,12/6/20
Unincorporated - Rosewood,55,4277,1,78,12/6/20
Unincorporated - Rosewood/East Gardena,56,4694,1,84,12/6/20
Unincorporated - Rosewood/West Rancho Dominguez,180,5356,1,30,12/6/20
Unincorporated - Rowland Heights,1229,2409,22,43,12/6/20
Unincorporated - San Clemente Island,0,0,0,0,12/6/20
Unincorporated - San Francisquito Canyon/Bouquet Canyon,4,466,0,0,12/6/20
Unincorporated - San Jose Hills,1352,6686,20,99,12/6/20
Unincorporated - San Pasqual,15,737,0,0,12/6/20
Unincorporated - Sand Canyon,7,2273,0,0,12/6/20
Unincorporated - Santa Catalina Island,55,20599,0,0,12/6/20
Unincorporated - Santa Monica Mountains*,212,1138,1,5,12/6/20
Unincorporated - Saugus,52,33548,0,0,12/6/20
Unincorporated - Saugus/Canyon Country,17,4775,0,0,12/6/20
Unincorporated - South Antelope Valley,9,1978,0,0,12/6/20
Unincorporated - South El Monte,139,7744,0,0,12/6/20
Unincorporated - South San Gabriel,349,3944,11,124,12/6/20
Unincorporated - South Whittier,3299,5571,45,76,12/6/20
Unincorporated - Southeast Antelope Valley,25,3201,0,0,12/6/20
Unincorporated - Stevenson Ranch,357,1703,3,14,12/6/20
Unincorporated - Sun Village,311,5152,3,50,12/6/20
Unincorporated - Sunrise Village,91,7022,0,0,12/6/20
Unincorporated - Twin Lakes/Oat Mountain,27,1628,2,121,12/6/20
Unincorporated - Val Verde,128,3868,1,30,12/6/20
Unincorporated - Valencia,71,2311,0,0,12/6/20
Unincorporated - Valinda,1397,5977,13,56,12/6/20
Unincorporated - View Park/Windsor Hills,263,2260,4,34,12/6/20
Unincorporated - Walnut Park,1104,6839,17,105,12/6/20
Unincorporated - West Antelope Valley,9,596,0,0,12/6/20
Unincorporated - West Carson,721,3265,54,244,12/6/20
Unincorporated - West Chatsworth,1,8333,0,0,12/6/20
Unincorporated - West LA,64,6723,2,210,12/6/20
Unincorporated - West Puente Valley,652,6629,4,41,12/6/20
Unincorporated - West Rancho Dominguez,41,3017,3,221,12/6/20
Unincorporated - West Whittier/Los Nietos,1707,6340,23,85,12/6/20
Unincorporated - Westfield/Academy Hills,15,1154,0,0,12/6/20
Unincorporated - Westhills,24,2861,0,0,12/6/20
Unincorporated - White Fence Farms,117,3177,0,0,12/6/20
Unincorporated - Whittier,107,2828,2,53,12/6/20
Unincorporated - Whittier Narrows,5,41667,0,0,12/6/20
Unincorporated - Willowbrook,2296,6576,28,80,12/6/20
Unincorporated - Wiseburn,193,3202,1,17,12/6/20
- Under Investigation,6068,,10,,12/6/20
Pasadena,4277,,,,12/7/20
City of Agoura Hills,349,1671,7,34,12/7/20
City of Alhambra,2274,2622,35,40,12/7/20
City of Arcadia,951,1647,40,69,12/7/20
City of Artesia,696,4144,14,83,12/7/20
City of Avalon,5,129,0,0,12/7/20
City of Azusa,2529,5054,31,62,12/7/20
City of Baldwin Park,5043,6569,113,147,12/7/20
City of Bell,2576,7090,47,129,12/7/20
City of Bell Gardens,3344,7764,33,77,12/7/20
City of Bellflower,3866,4973,68,87,12/7/20
City of Beverly Hills,1128,3268,11,32,12/7/20
City of Bradbury,30,2806,0,0,12/7/20
City of Burbank,3166,2954,96,90,12/7/20
City of Calabasas,480,1973,13,53,12/7/20
City of Carson,3126,3331,64,68,12/7/20
City of Cerritos,974,1945,17,34,12/7/20
City of Claremont,835,2289,11,30,12/7/20
City of Commerce*,1035,7920,14,107,12/7/20
City of Compton,6522,6528,83,83,12/7/20
City of Covina,2381,4856,62,126,12/7/20
City of Cudahy,1858,7631,18,74,12/7/20
City of Culver City,742,1861,35,88,12/7/20
City of Diamond Bar,1103,1918,16,28,12/7/20
City of Downey,7077,6194,102,89,12/7/20
City of Duarte,919,4174,37,168,12/7/20
City of El Monte,7164,6109,196,167,12/7/20
City of El Segundo,230,1370,1,6,12/7/20
City of Gardena,2068,3373,68,111,12/7/20
City of Glendale,7155,3465,203,98,12/7/20
City of Glendora,1966,3726,82,155,12/7/20
City of Hawaiian Gardens,864,5887,3,20,12/7/20
City of Hawthorne,3474,3913,61,69,12/7/20
City of Hermosa Beach,403,2049,4,20,12/7/20
City of Hidden Hills,31,1640,0,0,12/7/20
City of Huntington Park,4556,7659,66,111,12/7/20
City of Industry,62,14188,2,458,12/7/20
City of Inglewood,4808,4233,103,91,12/7/20
City of Irwindale,104,7128,2,137,12/7/20
City of La Canada Flintridge,298,1440,6,29,12/7/20
City of La Habra Heights,71,1302,1,18,12/7/20
City of La Mirada,1544,3113,29,58,12/7/20
City of La Puente,2652,6516,30,74,12/7/20
City of La Verne,1006,3023,16,48,12/7/20
City of Lakewood,2293,2853,16,20,12/7/20
City of Lancaster*,7821,4841,80,50,12/7/20
City of Lawndale,1171,3484,13,39,12/7/20
City of Lomita,388,1872,9,43,12/7/20
City of Lynwood*,5385,7474,118,164,12/7/20
City of Malibu,167,1288,3,23,12/7/20
City of Manhattan Beach,588,1633,4,11,12/7/20
City of Maywood,2151,7669,42,150,12/7/20
City of Monrovia,1270,3273,41,106,12/7/20
City of Montebello,4001,6215,61,95,12/7/20
City of Monterey Park,1627,2613,61,98,12/7/20
City of Norwalk,5904,5486,101,94,12/7/20
City of Palmdale,9223,5802,86,54,12/7/20
City of Palos Verdes Estates,160,1183,2,15,12/7/20
City of Paramount,3881,6928,33,59,12/7/20
City of Pico Rivera,4429,6890,88,137,12/7/20
City of Pomona,10200,6541,161,103,12/7/20
City of Rancho Palos Verdes,497,1163,11,26,12/7/20
City of Redondo Beach,1048,1526,13,19,12/7/20
City of Rolling Hills,16,825,0,0,12/7/20
City of Rolling Hills Estates,84,1035,3,37,12/7/20
City of Rosemead,1655,2990,34,61,12/7/20
City of San Dimas*,1139,3300,17,49,12/7/20
City of San Fernando,1969,8000,24,98,12/7/20
City of San Gabriel,1163,2840,102,249,12/7/20
City of San Marino,151,1137,3,23,12/7/20
City of Santa Clarita,7334,3327,69,31,12/7/20
City of Santa Fe Springs,1004,5467,10,54,12/7/20
City of Santa Monica,1727,1868,51,55,12/7/20
City of Sierra Madre,167,1520,5,46,12/7/20
City of Signal Hill,443,3755,4,34,12/7/20
City of South El Monte,1372,6569,18,86,12/7/20
City of South Gate,7294,7431,83,85,12/7/20
City of South Pasadena,492,1888,27,104,12/7/20
City of Temple City,897,2461,51,140,12/7/20
City of Torrance,2352,1576,77,52,12/7/20
City of Vernon,32,15311,0,0,12/7/20
City of Walnut,614,2011,5,16,12/7/20
City of West Covina,4990,4610,76,70,12/7/20
City of West Hollywood,1021,2763,9,24,12/7/20
City of Westlake Village,58,694,0,0,12/7/20
City of Whittier,4334,4957,65,74,12/7/20
Los Angeles,189986,4697,3338,83,12/7/20
Los Angeles - Adams-Normandie,458,5584,5,61,12/7/20
Los Angeles - Alsace,601,4829,3,24,12/7/20
Los Angeles - Angeles National Forest,2,5000,0,0,12/7/20
Los Angeles - Angelino Heights,108,4317,1,40,12/7/20
Los Angeles - Arleta,2742,7978,30,87,12/7/20
Los Angeles - Atwater Village,461,3143,8,55,12/7/20
Los Angeles - Baldwin Hills,1001,3216,29,93,12/7/20
Los Angeles - Bel Air,144,1708,0,0,12/7/20
Los Angeles - Beverly Crest,245,1956,2,16,12/7/20
Los Angeles - Beverlywood,290,2201,0,0,12/7/20
Los Angeles - Boyle Heights*,6916,7960,89,102,12/7/20
Los Angeles - Brentwood,591,1909,5,16,12/7/20
Los Angeles - Brookside,10,1721,1,172,12/7/20
Los Angeles - Cadillac-Corning,241,3384,2,28,12/7/20
Los Angeles - Canoga Park,3610,5529,75,115,12/7/20
Los Angeles - Carthay,404,2813,19,132,12/7/20
Los Angeles - Central,3211,8235,47,121,12/7/20
Los Angeles - Century City,232,1814,2,16,12/7/20
Los Angeles - Century Palms/Cove,2390,7078,25,74,12/7/20
Los Angeles - Chatsworth,1363,3678,36,97,12/7/20
Los Angeles - Cheviot Hills,157,1712,2,22,12/7/20
Los Angeles - Chinatown,281,3503,3,37,12/7/20
Los Angeles - Cloverdale/Cochran,553,3800,5,34,12/7/20
Los Angeles - Country Club Park,591,3900,36,238,12/7/20
Los Angeles - Crenshaw District,534,3861,4,29,12/7/20
Los Angeles - Crestview,344,3026,22,194,12/7/20
Los Angeles - Del Rey,757,2529,9,30,12/7/20
Los Angeles - Downtown*,1553,5646,19,69,12/7/20
Los Angeles - Eagle Rock,1241,3135,28,71,12/7/20
Los Angeles - East Hollywood,1143,3903,49,167,12/7/20
Los Angeles - Echo Park,488,3423,7,49,12/7/20
Los Angeles - El Sereno,2293,5485,40,96,12/7/20
Los Angeles - Elysian Park,191,3344,0,0,12/7/20
Los Angeles - Elysian Valley,436,4287,5,49,12/7/20
Los Angeles - Encino,1311,2902,23,51,12/7/20
Los Angeles - Exposition,123,3698,2,60,12/7/20
Los Angeles - Exposition Park,2284,5085,27,60,12/7/20
Los Angeles - Faircrest Heights,72,2000,1,28,12/7/20
Los Angeles - Figueroa Park Square,528,6054,6,69,12/7/20
Los Angeles - Florence-Firestone,3778,7963,39,82,12/7/20
Los Angeles - Glassell Park,1195,3781,15,47,12/7/20
Los Angeles - Gramercy Place,432,4013,6,56,12/7/20
Los Angeles - Granada Hills,2479,4260,80,137,12/7/20
Los Angeles - Green Meadows,1458,6780,15,70,12/7/20
Los Angeles - Hancock Park,394,2312,4,23,12/7/20
Los Angeles - Harbor City,850,2924,12,41,12/7/20
Los Angeles - Harbor Gateway,1669,3828,18,41,12/7/20
Los Angeles - Harbor Pines,56,2325,0,0,12/7/20
Los Angeles - Harvard Heights,851,4719,30,166,12/7/20
Los Angeles - Harvard Park,2551,6725,27,71,12/7/20
Los Angeles - Highland Park,2078,4294,25,52,12/7/20
Los Angeles - Historic Filipinotown,738,5321,16,115,12/7/20
Los Angeles - Hollywood,2202,3226,20,29,12/7/20
Los Angeles - Hollywood Hills,649,2205,7,24,12/7/20
Los Angeles - Hyde Park,1273,4460,14,49,12/7/20
Los Angeles - Jefferson Park,451,5587,1,12,12/7/20
Los Angeles - Koreatown,1867,3612,37,72,12/7/20
Los Angeles - Lafayette Square,194,4255,3,66,12/7/20
Los Angeles - Lake Balboa,2021,4788,22,52,12/7/20
Los Angeles - Lakeview Terrace,935,7119,27,206,12/7/20
Los Angeles - Leimert Park,565,3709,9,59,12/7/20
Los Angeles - Lincoln Heights,1825,5599,56,172,12/7/20
Los Angeles - Little Armenia,508,6330,50,623,12/7/20
Los Angeles - Little Bangladesh,878,3098,7,25,12/7/20
Los Angeles - Little Tokyo,149,4756,1,32,12/7/20
Los Angeles - Longwood,208,4833,0,0,12/7/20
Los Angeles - Los Feliz,418,1934,3,14,12/7/20
Los Angeles - Manchester Square,347,4065,6,70,12/7/20
Los Angeles - Mandeville Canyon,49,1569,0,0,12/7/20
Los Angeles - Mar Vista,644,1516,8,19,12/7/20
Los Angeles - Marina Peninsula,63,1445,1,23,12/7/20
Los Angeles - Melrose,3216,4139,82,106,12/7/20
Los Angeles - Mid-city,453,3014,21,140,12/7/20
Los Angeles - Miracle Mile,340,1890,6,33,12/7/20
Los Angeles - Mission Hills,1640,6798,59,245,12/7/20
Los Angeles - Mt. Washington,984,4075,19,79,12/7/20
Los Angeles - North Hills,3486,5661,58,94,12/7/20
Los Angeles - North Hollywood,7570,4999,91,60,12/7/20
Los Angeles - Northridge,2815,4033,52,75,12/7/20
Los Angeles - Pacific Palisades,269,1263,4,19,12/7/20
Los Angeles - Pacoima,6827,8869,75,97,12/7/20
Los Angeles - Palisades Highlands,60,1560,0,0,12/7/20
Los Angeles - Palms,910,2074,31,71,12/7/20
Los Angeles - Panorama City,5298,7041,106,141,12/7/20
Los Angeles - Park La Brea,226,1664,1,7,12/7/20
Los Angeles - Pico-Union,2698,6448,100,239,12/7/20
Los Angeles - Playa Del Rey,52,1627,0,0,12/7/20
Los Angeles - Playa Vista,222,2028,0,0,12/7/20
Los Angeles - Porter Ranch,813,2284,7,20,12/7/20
Los Angeles - Rancho Park,144,2195,0,0,12/7/20
Los Angeles - Regent Square,71,2554,0,0,12/7/20
Los Angeles - Reseda,4332,5654,109,142,12/7/20
Los Angeles - Reseda Ranch,235,5069,1,22,12/7/20
Los Angeles - Reynier Village,69,1632,0,0,12/7/20
Los Angeles - San Pedro*,2840,3639,30,38,12/7/20
Los Angeles - Shadow Hills,137,3084,0,0,12/7/20
Los Angeles - Sherman Oaks,2150,2464,32,37,12/7/20
Los Angeles - Silverlake,1148,2604,23,52,12/7/20
Los Angeles - South Carthay,234,2209,2,19,12/7/20
Los Angeles - South Park,3051,8037,33,87,12/7/20
Los Angeles - St Elmo Village,241,5257,8,175,12/7/20
Los Angeles - Studio City,483,2152,12,53,12/7/20
Los Angeles - Sun Valley,3255,6202,40,76,12/7/20
Los Angeles - Sunland,864,4234,31,152,12/7/20
Los Angeles - Sycamore Square,10,1546,0,0,12/7/20
Los Angeles - Sylmar*,6234,7566,107,130,12/7/20
Los Angeles - Tarzana,1322,4282,39,126,12/7/20
Los Angeles - Temple-Beaudry,2009,5088,34,86,12/7/20
Los Angeles - Thai Town,320,3262,4,41,12/7/20
Los Angeles - Toluca Lake,192,2206,2,23,12/7/20
Los Angeles - Toluca Terrace,41,3139,1,77,12/7/20
Los Angeles - Toluca Woods,41,2207,0,0,12/7/20
Los Angeles - Tujunga,1012,3639,18,65,12/7/20
Los Angeles - University Hills,98,2858,1,29,12/7/20
Los Angeles - University Park,1601,5831,24,87,12/7/20
Los Angeles - Valley Glen,1373,4574,21,70,12/7/20
Los Angeles - Valley Village,798,3228,31,125,12/7/20
Los Angeles - Van Nuys*,5805,6229,116,124,12/7/20
Los Angeles - Venice,626,1847,4,12,12/7/20
Los Angeles - Vermont Knolls,1109,6448,19,110,12/7/20
Los Angeles - Vermont Square,548,7157,6,78,12/7/20
Los Angeles - Vermont Vista,2958,7182,27,66,12/7/20
Los Angeles - Vernon Central,4497,8648,48,92,12/7/20
